"Coefficient","Estimate","Std.Error"
"T",8.70946388057311,22.0040635408024
"P",0.489233120027557,0.426457359248497
"L",0.278193950390873,0.0280162752579354
"LA",0.00000451272620137568,0.0000111817042522975
"K",15.3842670193267,2.87664522082628
"F",-0.000211534844655848,0.000423986398852029
