"Coefficient","Estimate","Std.Error"
"(Intercept)",-339.924553098272,627.237469185032
"T",21.7443580201273,22.3809939849454
"P",0.573373665934017,0.429778083448821
"L",0.219510394209124,0.0270448997446049
"LA",-0.00000251689234891634,0.0000110122248566916
"K",15.3816834492773,2.81919738683173
"F",-0.000147205167525733,0.000421196354056437
