"Coefficient","Estimate","Std.Error"
"(Intercept)",-1826.45051819091,482.503248611171
"T",97.1893415755641,17.0505799428445
"P",-0.0519900096449458,0.324776848610269
"L",0.0709192005081542,0.0125227582550859
"LA",-0.0000418479547291091,0.00000948551355759637
"K",17.7843861207953,2.1365666738957
"F",0.000416779517962684,0.000411697422743774
